"subnum","year","placeval","ravens","wiat","woodcock","arith","wholegroupsums","abacus","age","female","condition","verbalwm","spatialwm","ans","english","math","science","computer","music","art","phys.ed","attendance","mental.rot"
40,3,0.8,0.666666667,0.4375,0.488372093,0.5625,0.4,0,6.3,0,"control",3.46,2.54,0.11,91,87,84,78,68,90,84,237,0.5625
41,0,0.181818182,NA,0.125,0.23255814,0.083333333,NA,0,6.2,0,"control",2.88,2.12,0.52,59,69,66,77,87,86,76,187,0.1875
41,1,0,NA,0.25,0.325581395,0.0625,NA,0,6.2,0,"control",3.21,2.38,0.16,73,83,95,64,85,86,88,205,0.416666666666667
41,2,0.545454545,0.708333333,0.28125,0.372093023,0.25,0.135714286,0,6.2,0,"control",3.17,3.75,0.16,70,68,78,71,69,73,67,211,0.6875
41,3,1,0.291666667,0.40625,0.441860465,0.4375,0.414285714,0,6.2,0,"control",5.38,4.71,0.21,65,73,50,70,64,82,83,186,0.729166666666667
42,0,0.636363636,0.916666667,NA,0.162790698,0.0625,NA,1,7.3,0,"abacus",2.83,4.54,0.3,72,88,79,64,85,90,80,246,0.3125
42,1,0,1,0.21875,0.325581395,0.208333333,NA,1,7.3,0,"abacus",4.17,4,0.19,81,78,83,60,75,86,85,229,0.375
42,2,0.272727273,0.416666667,0.25,0.418604651,0.229166667,0.1,1,7.3,0,"abacus",4.04,3.29,0.18,69,62,64,64,73,82,92,233,0.395833333333333
42,3,0.3,0.458333333,0.40625,0.395348837,0.333333333,0.15,1,7.3,0,"abacus",3.38,5.29,NA,75,69,56,64,58,86,81,235,0.53125
43,0,0.636363636,0.5,0.21875,0.186046512,0.104166667,NA,1,5.7,0,"abacus",3.12,3.92,NA,89,98,94,84,90,88,79,244,0.385416666666667
43,1,0.545454545,NA,0.15625,0.302325581,0.270833333,NA,1,5.7,0,"abacus",3.46,3.88,0.19,92,97,97,83,80,82,86,236,0.489583333333333
43,2,0.909090909,0.541666667,0.375,0.441860465,0.583333333,0.528571429,1,5.7,0,"abacus",3.83,5.79,0.18,77,85,83,73,78,76,80,234,0.458333333333333
43,3,1,0.458333333,0.625,0.558139535,0.875,0.921428571,1,5.7,0,"abacus",2.67,5,0.18,91,93,87,78,66,86,82,231,0.645833333333333
44,0,0.272727273,0.083333333,NA,0.302325581,0.1875,NA,1,6.1,1,"abacus",1.67,1.62,0.39,93,93,96,80,92,86,75,244,0.21875
44,1,0.363636364,0.166666667,0.21875,0.279069767,0.208333333,NA,1,6.1,1,"abacus",4.12,3.96,0.14,97,93,97,82,74,86,88,223,0.0833333333333333
44,2,0.363636364,0.541666667,0.3125,0.372093023,0.270833333,0.114285714,1,6.1,1,"abacus",4.29,2.96,0.21,90,85,96,74,78,78,70,230,0.145833333333333
44,3,0.9,0.458333333,0.5,0.465116279,0.541666667,0.421428571,1,6.1,1,"abacus",3.5,3,0.13,93,87,84,76,62,86,78,234,0.4375
45,0,0.272727273,0.25,0.03125,0.255813953,0.041666667,NA,0,6.2,0,"control",1.58,1.79,0.24,60,80,70,70,91,84,76,236,0.135416666666667
45,1,0,0.666666667,0.21875,0.255813953,0.104166667,NA,0,6.2,0,"control",4.5,3.5,0.1,55,67,67,44,87,88,85,190,0.458333333333333
45,2,0.363636364,0.416666667,0.3125,0.325581395,0.208333333,0.2,0,6.2,0,"control",4.21,3.42,0.22,38,45,45,54,60,68,64,205,0.3125
45,3,0.3,0.375,0.53125,0.465116279,0.208333333,0.228571429,0,6.2,0,"control",4.46,4.04,0.08,50,47,27,64,67,84,84,210,0.28125
46,0,0.363636364,0.416666667,NA,0.279069767,0.083333333,NA,0,6.2,0,"control",3.42,3.67,0.48,43,87,45,70,90,88,81,242,0.395833333333333
46,1,0.090909091,0.416666667,0.1875,0.279069767,0.104166667,NA,0,6.2,0,"control",2.75,2.92,0.34,35,59,52,54,84,84,88,231,0.489583333333333
46,2,0.363636364,0.25,0.21875,0.255813953,0.125,0.085714286,0,6.2,0,"control",2.75,3.5,0.15,16,35,15,58,67,72,76,215,0.583333333333333
46,3,0.2,0.5,0.25,0.23255814,0.0625,0.092857143,0,6.2,0,"control",3.42,4.25,0.16,NA,NA,NA,NA,NA,NA,NA,NA,0.395833333333333
47,0,0.363636364,0.416666667,0.15625,0.162790698,0.041666667,NA,0,5.8,1,"control",2.75,3.54,0.37,60,86,75,62,87,84,74,239,0.479166666666667
47,1,0.363636364,0.583333333,0.28125,0.325581395,0.166666667,NA,0,5.8,1,"control",4.25,3.54,0.14,92,94,97,55,83,86,88,229,0.5
47,2,0.818181818,0.666666667,0.4375,0.488372093,0.270833333,0.392857143,0,5.8,1,"control",3.92,3.33,0.11,95,92,94,77,79,79,83,231,0.4375
47,3,0.8,0.291666667,0.6875,0.581395349,0.625,0.521428571,0,5.8,1,"control",5.25,3.42,0.11,93,91,89,74,79,92,80,220,0.625
48,0,0.363636364,0.583333333,0.15625,0.255813953,0.145833333,NA,1,7.1,0,"abacus",4.12,3.33,0.64,91,92,98,72,90,92,75,242,0.0625
48,1,0.636363636,0.5,0.28125,0.302325581,0.1875,NA,1,7.1,0,"abacus",5.54,3.96,0.18,93,94,97,60,79,85,89,230,0.395833333333333
48,2,1,0.833333333,0.59375,0.511627907,0.333333333,0.321428571,1,7.1,0,"abacus",5.08,3.42,0.17,96,83,92,66,73,75,78,234,0.5625
48,3,1,0.625,0.625,0.581395349,0.458333333,0.457142857,1,7.1,0,"abacus",4.83,3.38,0.14,91,88,92,64,71,90,85,224,0.760416666666667
49,0,0.363636364,0.583333333,NA,0.255813953,0.145833333,NA,1,6.4,0,"abacus",3.21,2.83,0.23,43,72,53,76,87,88,80,241,0.333333333333333
49,1,0.272727273,0.333333333,0.1875,0.325581395,0.145833333,NA,1,6.4,0,"abacus",2.5,2.83,0.1,64,68,60,68,81,82,85,236,0.3125
49,2,0.454545455,0.416666667,0.3125,0.395348837,0.208333333,0.107142857,1,6.4,0,"abacus",3.79,3.67,0.12,53,45,51,69,73,77,76,230,0.5625
49,3,0.5,0.458333333,0.375,0.441860465,0.3125,0.414285714,1,6.4,0,"abacus",3,3.62,0.09,63,59,40,72,69,88,82,231,0.802083333333333
5,0,0,0.666666667,0.0625,0.209302326,0.145833333,NA,0,7.3,0,"control",3.5,2.38,NA,61,82,77,64,86,84,85,227,0.114583333333333
5,1,0.454545455,0.333333333,0.15625,0.255813953,0.083333333,NA,0,7.3,0,"control",3.79,2.42,0.15,58,74,69,61,80,88,87,217,0.541666666666667
5,2,0.454545455,0.125,0.28125,0.348837209,0.145833333,0.207142857,0,7.3,0,"control",3.79,2.96,0.11,48,57,47,67,70,71,82,220,0.375
5,3,0.9,0.5,0.375,0.441860465,0.354166667,0.385714286,0,7.3,0,"control",4.38,4.08,0.14,53,69,35,68,59,82,83,204,0.5
50,0,0.272727273,0.5,0.09375,0.279069767,0.145833333,NA,1,6.1,0,"abacus",2.67,2.29,0.32,91,96,97,84,89,92,75,250,0.416666666666667
50,1,0.363636364,0.75,0.34375,0.348837209,0.25,NA,1,6.1,0,"abacus",3.71,3.21,0.24,92,96,99,81,81,86,85,235,0.354166666666667
50,2,0.636363636,0.708333333,0.375,0.441860465,0.458333333,0.414285714,1,6.1,0,"abacus",3.71,4.08,0.08,90,88,94,82,74,82,93,241,0.5625
50,3,0.7,0.625,0.59375,0.511627907,0.541666667,0.435714286,1,6.1,0,"abacus",3.08,4.29,0.11,92,82,83,82,64,90,79,238,0.583333333333333
51,0,0.181818182,0.166666667,NA,0.209302326,0.1875,NA,1,5.6,0,"abacus",2.29,2.46,0.41,73,83,86,90,88,88,80,243,0.260416666666667
51,1,0,0.166666667,0.09375,0.302325581,0.208333333,NA,1,5.6,0,"abacus",2.67,2.67,0.27,91,82,98,72,75,86,84,238,0.270833333333333
51,2,0.090909091,0.791666667,0.21875,0.302325581,0.3125,0.242857143,1,5.6,0,"abacus",4.08,3.88,0.16,81,78,79,78,76,75,83,237,0.510416666666667
51,3,1,0.458333333,0.40625,0.488372093,0.520833333,0.45,1,5.6,0,"abacus",3.92,3.62,0.17,83,78,85,68,58,82,85,236,0.364583333333333
52,0,0.272727273,0.666666667,0.1875,0.255813953,0.145833333,NA,1,5.9,1,"abacus",2.92,1.42,0.42,35,85,47,38,90,90,80,246,0.46875
52,1,0.454545455,0.916666667,0.25,0.325581395,0.145833333,NA,1,5.9,1,"abacus",4.71,3.92,0.28,49,74,50,49,82,82,87,230,0.53125
52,2,1,0.75,0.46875,0.488372093,0.291666667,0.3,1,5.9,1,"abacus",5.71,4.58,0.13,46,55,34,60,70,72,79,229,0.614583333333333
52,3,1,0.625,0.65625,0.581395349,0.541666667,0.435714286,1,5.9,1,"abacus",4.83,3.96,0.15,52,82,47,64,72,86,80,220,0.520833333333333
53,0,0.181818182,0.333333333,0.125,0.23255814,0.125,NA,1,6.2,0,"abacus",2.21,1.83,0.55,87,90,95,76,89,88,76,241,0.145833333333333
53,1,0.363636364,0.583333333,0.21875,0.302325581,0.125,NA,1,6.2,0,"abacus",2.58,3.75,0.2,91,86,93,78,75,86,87,237,0.333333333333333
53,2,0,0.375,0.375,0.348837209,0.270833333,0.092857143,1,6.2,0,"abacus",3.79,4.08,0.22,70,70,86,71,81,78,82,240,NA
53,3,1,0.333333333,0.375,0.418604651,0.375,0.342857143,1,6.2,0,"abacus",4.75,4.21,0.24,71,69,61,72,68,86,83,233,0.572916666666667
54,0,0.545454545,0.583333333,0.15625,0.325581395,0.270833333,NA,0,6.4,0,"control",3.12,4.25,0.32,97,95,99,90,91,88,93,248,0.427083333333333
54,1,0.727272727,0.833333333,0.3125,0.395348837,0.1875,NA,0,6.4,0,"control",4.33,4.25,0.2,95,91,97,86,81,88,92,232,0.520833333333333
54,2,0.727272727,0.958333333,0.46875,0.418604651,0.375,0.378571429,0,6.4,0,"control",3.54,3.58,0.12,93,72,96,79,77,82,86,242,0.833333333333333
54,3,1,0.791666667,0.65625,0.534883721,0.604166667,0.521428571,0,6.4,0,"control",5.75,4.75,0.24,91,90,83,84,57,82,86,231,0.895833333333333
56,0,0.181818182,0.25,0.125,0.139534884,0.1875,NA,1,7.2,0,"abacus",1.29,2.21,0.23,66,78,74,52,89,90,85,229,0.125
56,1,0,0.25,0.15625,0.279069767,0.125,NA,1,7.2,0,"abacus",2.54,1.79,0.11,75,71,73,60,93,86,86,237,0.135416666666667
56,2,1,0.5,0.15625,0.302325581,0.125,0.192857143,1,7.2,0,"abacus",3.29,2.38,0.11,36,64,33,71,82,71,90,237,0.395833333333333
56,3,0.5,0.458333333,0.3125,0.372093023,0.208333333,0.228571429,1,7.2,0,"abacus",2.71,3.38,0.12,43,47,33,62,62,86,79,226,0.458333333333333
58,0,0.454545455,0.75,0.1875,0.279069767,0.25,NA,0,6.3,1,"control",1.96,1.38,0.36,85,98,90,82,91,84,81,248,0.166666666666667
58,1,0.909090909,0.833333333,0.34375,0.372093023,0.145833333,NA,0,6.3,1,"control",4.08,3.12,0.18,94,96,96,82,84,90,88,228,0.427083333333333
58,2,1,0.541666667,0.5,0.418604651,0.125,0.3,0,6.3,1,"control",4,4.17,0.09,87,88,88,77,83,80,77,236,0.4375
58,3,1,0.708333333,0.65625,0.534883721,0.625,0.414285714,0,6.3,1,"control",4.58,4.75,0.21,88,82,72,80,88,84,79,237,0.604166666666667
59,0,1,0.583333333,0.0625,0.11627907,0.020833333,NA,0,7.9,0,"control",2.75,1.58,0.71,54,50,62,80,90,82,75,234,0.135416666666667
59,1,0.090909091,0.5,0.09375,0.209302326,0.041666667,NA,0,7.9,0,"control",3.83,2.88,NA,61,52,67,60,85,80,87,230,0.197916666666667
59,2,0,0.291666667,0.3125,0.302325581,NA,0.064285714,0,7.9,0,"control",2.71,1.54,NA,41,25,41,55,66,54,68,227,0.104166666666667
59,3,0,0.041666667,0.09375,0.255813953,0.145833333,0.042857143,0,7.9,0,"control",4,1.75,0.59,50,33,37,68,50,76,83,232,0.239583333333333
6,0,NA,0.083333333,NA,0.162790698,NA,NA,0,6.9,0,"control",1.71,1.46,NA,34,62,66,46,87,84,74,219,0.166666666666667
6,1,0,0.5,0.0625,0.162790698,0.0625,NA,0,6.9,0,"control",2.33,2.04,0.14,43,37,50,51,79,86,89,221,0.333333333333333
6,2,0,0.166666667,0.09375,0.139534884,0,0.121428571,0,6.9,0,"control",2.75,2.54,0.14,33,33,26,69,76,77,87,230,0.427083333333333
6,3,0.1,0.208333333,0.125,0.162790698,0.104166667,0,0,6.9,0,"control",3.5,3.04,0.09,33,31,46,64,65,84,81,207,0.395833333333333
60,0,0.181818182,0.75,NA,0.255813953,0.125,NA,1,6.6,0,"abacus",2.67,2.12,0.41,69,95,81,88,90,82,75,241,0.208333333333333
60,1,0.272727273,0.666666667,0.1875,0.279069767,0.104166667,NA,1,6.6,0,"abacus",4.17,6.12,0.14,81,84,91,68,76,88,87,218,0.104166666666667
60,2,0.363636364,0.458333333,0.375,0.372093023,0.291666667,0.435714286,1,6.6,0,"abacus",4.12,4.29,0.14,57,64,63,70,74,75,78,224,0.635416666666667
60,3,0.4,0.666666667,0.4375,0.418604651,0.479166667,0.471428571,1,6.6,0,"abacus",4.33,5.58,0.09,75,71,64,66,61,82,85,236,0.479166666666667
62,0,0.272727273,0.583333333,0.0625,0.209302326,0.0625,NA,1,5.8,0,"abacus",2.75,2.38,0.27,51,64,64,66,86,82,76,241,0.208333333333333
62,1,0.090909091,0.416666667,0.1875,0.302325581,0.104166667,NA,1,5.8,0,"abacus",2.75,3.25,0.24,60,70,70,68,78,85,87,227,0.333333333333333
62,2,0.363636364,0.541666667,0.3125,0.395348837,0.229166667,0.35,1,5.8,0,"abacus",3.5,4.21,0.14,52,63,51,70,77,78,83,236,0.395833333333333
62,3,0.6,0.625,0.3125,0.441860465,0.3125,0.328571429,1,5.8,0,"abacus",3.83,3.79,0.12,58,62,39,76,68,90,89,225,0.458333333333333
63,0,0.363636364,0.5,0.15625,0.186046512,0.104166667,NA,1,6.3,1,"abacus",3.92,3.04,0.32,98,100,100,86,91,92,86,247,0.135416666666667
63,1,0.909090909,0.666666667,0.34375,0.372093023,0.25,NA,1,6.3,1,"abacus",4,3.5,0.21,98,96,99,90,85,96,86,229,0.302083333333333
63,2,1,0.458333333,0.375,0.395348837,0.416666667,0.292857143,1,6.3,1,"abacus",3.88,3.96,0.12,91,92,97,85,79,82,79,237,0.333333333333333
63,3,1,0.666666667,0.5625,0.511627907,0.541666667,0.528571429,1,6.3,1,"abacus",3.75,4.21,0.11,92,92,98,78,89,94,86,225,0.458333333333333
64,0,0.272727273,0.666666667,NA,0.255813953,0.291666667,NA,0,6.5,1,"control",3.33,2.29,NA,67,92,84,70,91,86,81,242,0.177083333333333
64,1,0.090909091,0.583333333,0.15625,0.279069767,0.166666667,NA,0,6.5,1,"control",3.58,3.67,0.1,94,93,97,76,81,90,85,231,0.270833333333333
64,2,0.272727273,0.375,0.375,0.441860465,0.3125,0.285714286,0,6.5,1,"control",3.67,3.29,0.17,68,68,66,75,75,79,83,236,0.520833333333333
64,3,1,0.25,0.46875,0.418604651,0.395833333,0.421428571,0,6.5,1,"control",2.71,4,0.09,76,74,62,86,75,92,78,231,0.375
65,0,0.454545455,0.75,0.1875,0.23255814,0.145833333,NA,1,6.8,1,"abacus",4.5,4.29,0.14,90,91,96,82,89,92,76,228,0.416666666666667
65,1,0.090909091,0.416666667,0.125,0.302325581,0.229166667,NA,1,6.8,1,"abacus",5.17,3.54,0.21,96,89,97,80,79,90,87,206,0.520833333333333
65,2,0.363636364,0.416666667,0.3125,0.395348837,0.354166667,0.3,1,6.8,1,"abacus",4.29,4.04,0.08,80,64,79,73,73,82,83,204,0.666666666666667
65,3,0.4,0.375,0.40625,0.465116279,0.416666667,0.485714286,1,6.8,1,"abacus",4.25,4.58,0.09,72,66,70,68,79,92,83,202,0.770833333333333
66,0,0.363636364,0.666666667,0.21875,0.162790698,0.229166667,NA,1,6.2,0,"abacus",3.92,4.29,0.46,32,74,37,46,85,84,80,233,0.385416666666667
66,1,0,0.583333333,0.25,0.348837209,0.25,NA,1,6.2,0,"abacus",5.21,4.33,0.14,68,78,67,59,79,90,85,230,0.479166666666667
66,2,0.727272727,0.375,0.46875,0.465116279,0.520833333,0.342857143,1,6.2,0,"abacus",4.08,6.54,0.11,51,66,50,75,68,74,86,213,0.458333333333333
66,3,0.9,0.625,0.5,0.441860465,0.520833333,0.542857143,1,6.2,0,"abacus",5.25,5.33,0.07,63,76,33,74,76,82,85,211,0.625
67,0,0.181818182,0.166666667,0.03125,0.209302326,0.083333333,NA,0,6.3,0,"control",2.25,1.42,NA,47,67,54,76,88,86,79,246,0.15625
67,1,0,0.083333333,0.125,0.279069767,0,NA,0,6.3,0,"control",3.17,1.62,0.16,43,49,35,61,80,90,84,229,0.15625
67,2,0,0.458333333,0.25,0.302325581,0.083333333,0.035714286,0,6.3,0,"control",2.54,1.75,0.16,14,17,19,58,72,78,84,229,0.3125
67,3,0.1,0.458333333,0.15625,0.325581395,0.083333333,0.135714286,0,6.3,0,"control",3.92,2.42,0.25,NA,NA,NA,NA,NA,NA,NA,NA,0.104166666666667
68,0,0,0.5,0.15625,0.209302326,0.125,NA,0,6.3,1,"control",2.83,2.54,0.1,79,89,85,88,84,90,74,242,0.666666666666667
68,1,0,0.833333333,0.25,0.395348837,0.208333333,NA,0,6.3,1,"control",3.12,4.46,0.21,83,87,95,81,85,90,88,222,0.479166666666667
68,2,0.181818182,0.833333333,0.25,0.395348837,0.291666667,0.164285714,0,6.3,1,"control",4.38,4.46,0.11,67,81,66,78,80,73,86,223,0.5
68,3,0.9,0.916666667,0.4375,0.534883721,0.291666667,0.464285714,0,6.3,1,"control",4.5,4.12,0.1,73,72,60,78,83,92,79,231,0.729166666666667
69,0,0.363636364,0.166666667,0.09375,NA,0.125,NA,0,7.2,0,"control",1.25,1.46,NA,83,93,86,78,91,84,74,245,0.28125
69,1,0.090909091,0.666666667,0.28125,0.418604651,0.125,NA,0,7.2,0,"control",3.67,3.38,0.11,86,89,94,65,84,84,87,226,0.5625
69,2,0.090909091,0.416666667,0.375,0.418604651,0.375,0.321428571,0,7.2,0,"control",4.12,3.58,0.11,88,71,88,57,79,74,72,222,0.291666666666667
69,3,0.4,0.583333333,0.5,0.534883721,0.3125,0.378571429,0,7.2,0,"control",4.5,3.96,0.11,91,84,87,68,73,90,78,235,0.666666666666667
7,0,0.090909091,0.833333333,NA,0.139534884,0.020833333,NA,0,7.2,0,"control",1.42,1.25,0.33,66,84,83,56,87,84,75,222,0.46875
7,1,0.090909091,0.333333333,0.09375,0.279069767,0.020833333,NA,0,7.2,0,"control",1.83,3.79,0.26,80,85,86,69,80,86,85,215,0.0625
7,2,0,0.166666667,0.15625,0.302325581,0.104166667,0.35,0,7.2,0,"control",3.29,1.58,0.32,47,40,59,55,72,72,88,220,0.1875
7,3,0,0.5,0.46875,0.395348837,0.291666667,0.428571429,0,7.2,0,"control",3.67,4.71,0.14,73,62,59,68,64,92,86,200,0.291666666666667
70,0,0.090909091,0.5,0.09375,0.186046512,0.145833333,NA,1,6.7,1,"abacus",2,2.04,0.39,87,92,94,82,90,88,85,243,0.291666666666667
70,1,0,0.583333333,0.1875,0.302325581,0.083333333,NA,1,6.7,1,"abacus",3.12,2.54,0.23,89,83,92,72,80,86,85,230,0.447916666666667
70,2,0,0.458333333,0.4375,0.395348837,0.270833333,0.407142857,1,6.7,1,"abacus",3,2.88,0.13,70,72,70,66,74,78,85,224,0.8125
70,3,0.2,0.541666667,0.53125,0.488372093,0.354166667,0.521428571,1,6.7,1,"abacus",3.92,4.83,0.2,70,75,55,66,72,90,83,211,0.614583333333333
71,0,0.454545455,0.5,0.125,0.325581395,0.1875,NA,1,7.1,1,"abacus",3.08,3.67,0.42,83,93,90,94,91,90,76,234,0.25
71,1,0.090909091,0.666666667,0.25,0.302325581,0.208333333,NA,1,7.1,1,"abacus",3.75,4.96,0.37,92,89,99,81,84,90,88,232,0.677083333333333
71,2,0.909090909,0.75,0.4375,0.395348837,0.291666667,0.235714286,1,7.1,1,"abacus",4.83,3.5,0.14,88,75,84,80,83,81,79,236,0.802083333333333
71,3,1,0.625,0.5625,0.581395349,0.5625,0.4,1,7.1,1,"abacus",2.83,4.33,0.1,86,88,77,78,75,90,80,229,0.895833333333333
72,0,0.090909091,0.666666667,0.09375,0.255813953,0.1875,NA,1,7.2,1,"abacus",2.5,3.88,0.4,95,100,98,94,89,86,80,243,0.270833333333333
72,1,0.272727273,0.75,0.3125,0.348837209,0.229166667,NA,1,7.2,1,"abacus",3.88,3.58,0.11,85,89,100,86,78,88,85,222,0.3125
72,2,1,0.333333333,0.46875,0.465116279,0.604166667,0.542857143,1,7.2,1,"abacus",4.62,3.29,0.11,92,88,94,85,67,81,79,234,0.229166666666667
72,3,1,0.291666667,0.65625,0.604651163,0.729166667,0.592857143,1,7.2,1,"abacus",3.17,4.12,0.09,92,91,86,84,75,90,81,236,0.583333333333333
73,0,0.272727273,0.75,0.09375,0.162790698,0.083333333,NA,0,6.2,0,"control",2.62,3.79,0.38,28,60,40,56,86,84,79,221,0.479166666666667
73,1,0.181818182,0.416666667,0.15625,0.325581395,0.104166667,NA,0,6.2,0,"control",3.17,4.17,0.13,71,75,79,62,80,86,86,219,0.53125
73,2,0.909090909,0.583333333,0.28125,0.302325581,0.229166667,0.25,0,6.2,0,"control",3.67,4.25,0.08,49,57,46,71,63,76,73,226,0.572916666666667
73,3,1,0.541666667,0.34375,0.395348837,0.354166667,0.414285714,0,6.2,0,"control",3.42,6.29,0.14,50,59,36,64,62,90,83,223,0.65625
74,0,0.181818182,0.583333333,0.09375,0.255813953,0.104166667,NA,0,6.4,0,"control",4.25,2.79,0.78,90,93,96,78,90,84,74,247,0.197916666666667
74,1,0.545454545,0.583333333,0.21875,0.348837209,0.145833333,NA,0,6.4,0,"control",4.38,4.08,0.28,93,91,98,53,80,82,86,235,0.125
74,2,0.363636364,0.708333333,0.4375,0.395348837,0.270833333,0.278571429,0,6.4,0,"control",3.38,4.08,0.11,94,92,97,76,71,75,87,236,0.520833333333333
74,3,1,0.625,0.59375,0.558139535,0.416666667,0.464285714,0,6.4,0,"control",4.17,3.96,0.11,91,91,86,76,68,92,83,234,0.625
75,0,0.545454545,0.916666667,0.125,0.302325581,0.25,NA,1,7.5,1,"abacus",4.17,3.79,0.16,96,97,98,96,88,92,80,246,0.479166666666667
75,1,0.818181818,1,0.3125,0.348837209,0.208333333,NA,1,7.5,1,"abacus",5.21,2.71,0.14,96,97,99,46,83,86,85,221,0.28125
75,2,1,0.791666667,0.53125,0.465116279,0.458333333,0.407142857,1,7.5,1,"abacus",5.17,3.5,0.1,91,94,93,79,81,87,86,230,0.145833333333333
75,3,1,0.875,0.59375,0.558139535,0.5,0.528571429,1,7.5,1,"abacus",5,5.88,0.08,84,86,78,72,77,86,83,214,0.645833333333333
76,0,0.090909091,0.5,0.15625,0.302325581,0.1875,NA,0,6.8,1,"control",4.12,2.79,0.28,82,92,87,78,90,90,79,245,0.291666666666667
76,1,0.454545455,0.666666667,0.28125,0.325581395,0.25,NA,0,6.8,1,"control",3.88,3,0.19,93,94,98,84,87,88,86,233,0.40625
76,2,0.272727273,0.541666667,0.4375,0.465116279,0.354166667,0.328571429,0,6.8,1,"control",3.92,2.25,0.16,92,90,94,80,81,84,77,242,0.447916666666667
76,3,1,0.75,0.625,0.558139535,0.541666667,0.478571429,0,6.8,1,"control",3.79,4.46,0.16,91,90,87,68,74,90,80,234,0.489583333333333
79,0,0.090909091,0.583333333,0.15625,0.302325581,0.166666667,NA,0,6.4,1,"control",3.46,4.04,0.32,96,97,98,94,91,84,76,245,0.302083333333333
79,1,0.909090909,0.5,0.34375,0.395348837,0.104166667,NA,0,6.4,1,"control",3.88,3.71,0.15,98,96,100,88,83,88,88,232,0.71875
79,2,1,0.75,0.46875,0.441860465,0.333333333,0.342857143,0,6.4,1,"control",4.17,4.12,0.12,91,85,96,81,79,75,82,233,0.864583333333333
79,3,0.9,0.75,0.6875,0.558139535,0.583333333,0.435714286,0,6.4,1,"control",3.83,5.29,0.1,93,91,87,86,72,92,81,233,0.770833333333333
8,0,0.090909091,0.166666667,0.03125,0.162790698,0.020833333,NA,0,5.9,1,"control",4.25,1.5,NA,72,78,92,82,88,88,75,232,0.322916666666667
8,1,0.090909091,0.166666667,0.09375,0.255813953,0,NA,0,5.9,1,"control",2.75,1.25,0.02,80,64,86,70,83,86,88,229,0.270833333333333
8,2,0,0.333333333,0.40625,0.395348837,0.125,0.228571429,0,5.9,1,"control",3.83,1.33,0.57,73,79,64,72,79,75,74,232,0.0208333333333333
8,3,0,0.458333333,0.40625,0.325581395,0.291666667,0.407142857,0,5.9,1,"control",3.54,3.75,0.39,68,48,47,68,69,86,82,221,0.458333333333333
80,0,0,0.416666667,0.09375,0.162790698,0.0625,NA,0,7.1,0,"control",1.42,1.38,NA,69,81,70,72,86,84,79,250,0
80,1,0,0.333333333,0.15625,0.255813953,0.083333333,NA,0,7.1,0,"control",2.79,2,0.23,77,72,87,61,77,84,85,234,0.270833333333333
80,2,0.363636364,0.416666667,0.3125,0.348837209,0.3125,0.05,0,7.1,0,"control",3.21,2.21,0.13,59,47,61,66,69,79,83,241,0.375
80,3,0.9,0.166666667,0.25,0.418604651,0.3125,0.4,0,7.1,0,"control",3,2.96,0.11,65,51,63,72,57,84,84,234,0.5
81,0,0.272727273,0.583333333,0.0625,0.162790698,0.104166667,NA,1,6.7,1,"abacus",2.5,2.92,NA,73,89,86,36,87,86,76,244,0.270833333333333
81,1,0.454545455,0.416666667,0.1875,0.302325581,0.208333333,NA,1,6.7,1,"abacus",3.38,2.92,0.78,73,76,89,50,77,84,87,220,0.0625
81,2,0.909090909,0.541666667,0.28125,0.348837209,0.208333333,0.242857143,1,6.7,1,"abacus",1.92,2.21,0.26,50,46,58,70,65,77,76,232,0
81,3,0.9,0.208333333,0.34375,0.395348837,0.125,0.135714286,1,6.7,1,"abacus",4.04,4.12,0.36,60,46,36,76,67,82,79,231,0.104166666666667
82,0,0.363636364,0.166666667,0.125,0.186046512,0.1875,NA,1,6.5,0,"abacus",1.71,2.75,NA,78,98,80,82,91,88,85,243,0.614583333333333
82,1,0,0.583333333,0.1875,0.23255814,0.145833333,NA,1,6.5,0,"abacus",6.17,3.75,0.19,82,91,89,65,81,84,87,224,0.583333333333333
82,2,0.909090909,0.708333333,0.4375,0.372093023,0.291666667,0.307142857,1,6.5,0,"abacus",3.83,4.79,0.13,43,74,49,70,69,86,85,229,0.854166666666667
82,3,1,0.208333333,0.5,0.465116279,0.625,0.657142857,1,6.5,0,"abacus",4.29,4.38,0.14,39,68,33,64,72,90,81,215,0.895833333333333
83,0,0.545454545,0.583333333,0.0625,0.186046512,0.083333333,NA,0,6.8,0,"control",2.5,1.25,0.37,58,79,82,50,83,80,75,232,-0.0833333333333333
83,1,0,0.25,0.09375,0.209302326,0.083333333,NA,0,6.8,0,"control",3.25,1.62,0.21,36,60,43,50,82,84,86,218,0.208333333333333
83,2,0.545454545,0.416666667,0.28125,0.23255814,0.0625,0.235714286,0,6.8,0,"control",4.62,2.54,0.11,28,35,43,71,68,75,73,224,0.270833333333333
83,3,0,0.208333333,0.21875,0.395348837,0.125,0.35,0,6.8,0,"control",3.83,3.67,0.08,28,33,33,64,61,80,82,215,0.364583333333333
84,0,0.454545455,NA,NA,0.162790698,0.125,NA,1,6.5,0,"abacus",3.46,3.08,0.32,75,82,81,74,90,84,75,244,0.375
84,1,0,0.166666667,0.15625,0.325581395,0.208333333,NA,1,6.5,0,"abacus",3.88,3.5,0.08,80,82,90,52,77,86,84,213,0.3125
