"subnum","year","placeval","ravens","wiat","woodcock","arith","mental.rot.letters.prop","mental.rot.letters.sum","commute.prop","commute.sum","mental.rot.shapes.prop","mental.rot.shapes.sum","wholegroupsums","abacus","age","female","condition","verbalwm","spatialwm","ans","english","math","science","computer","music","art","phys.ed","attendance"
198,0,NA,0.166666667,0.09375,0.11627907,0.104166667,0.666666667,21,0.333333333,-2,0.583333333,10,NA,0,5.8,0,"control",1.96,1.25,0.35,60,69,78,74,90,84,75,243
198,1,0.090909091,0.166666667,0.21875,0.325581395,0.125,0.604166667,23,0.666666667,5,0.458333333,4,NA,0,5.8,0,"control",2.12,3.12,0.27,60,69,73,50,85,86,86,231
198,2,0.545454545,0.541666667,0.4375,0.348837209,0.25,0.833333333,33,0.583333333,2,0.5,7,0.364285714,0,5.8,0,"control",3.33,3.42,0.22,41,56,37,63,68,78,82,236
198,3,0.8,0.208333333,0.46875,0.465116279,0.395833333,0.916666667,41,0.5,0,0.708333333,20,0.385714286,0,5.8,0,"control",2.42,4.33,0.16,52,59,35,66,60,76,82,236
199,0,0.090909091,0.583333333,0.09375,0.23255814,0.25,0.625,13,0.5,0,0.604166667,11,NA,0,7.5,0,"control",3.21,1.92,0.47,63,84,81,58,91,86,74,246
199,1,0,0.583333333,0.21875,0.348837209,0.208333333,0.8125,30,0.583333333,2,0.645833333,21,NA,0,7.5,0,"control",3.38,5.62,0.14,48,71,61,66,80,86,86,217
199,2,0.636363636,0.375,NA,NA,NA,NA,NA,0.5,0,NA,NA,0.257142857,0,7.5,0,"control",5.25,5.42,0.1,34,63,25,72,73,81,87,219
199,3,0.8,0.625,0.40625,0.465116279,0.458333333,0.895833333,38,0.5,0,0.770833333,26,0.514285714,0,7.5,0,"control",4.04,5.83,0.11,46,70,37,40,62,86,81,226
2,0,0.272727273,0.833333333,0.125,0.255813953,0.145833333,0.9375,42,0.583333333,2,0.708333333,20,NA,1,6.7,1,"abacus",NA,NA,0.33,52,82,69,68,87,88,80,249
2,1,0,0.833333333,0.3125,0.302325581,0.208333333,0.958333333,45,0.583333333,2,0.791666667,28,NA,1,6.7,1,"abacus",2.71,3.04,0.13,72,87,61,81,79,88,85,234
2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6.7,1,"abacus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6.7,1,"abacus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,0,0.363636364,0.666666667,0.125,0.23255814,0.104166667,0.5625,26,0.5,0,0.395833333,13,NA,1,6.5,0,"abacus",3.08,3.46,0.16,73,88,76,72,89,84,76,245
20,1,0.181818182,0.916666667,0.1875,0.372093023,0.1875,0.875,37,0.583333333,2,0.541666667,7,NA,1,6.5,0,"abacus",3.83,4.04,0.09,85,88,85,67,81,90,85,240
20,2,0.636363636,0.833333333,0.3125,0.465116279,0.291666667,0.9375,42,0.5,0,0.583333333,10,0.407142857,1,6.5,0,"abacus",5.54,4.75,0.12,75,83,71,75,72,77,83,242
20,3,1,0.75,0.46875,0.488372093,0.541666667,0.958333333,44,0.916666667,10,0.583333333,9,0.471428571,1,6.5,0,"abacus",3.75,4.21,0.08,78,85,59,78,67,86,79,238
200,0,0.181818182,0.666666667,0.0625,0.186046512,0.166666667,0.520833333,2,0.5,6,0.416666667,-8,NA,1,7.1,0,"abacus",1.29,1.12,1,56,71,63,64,88,90,80,246
200,1,0.090909091,0.583333333,0.15625,0.279069767,0.083333333,0.6875,19,0.583333333,5,0.75,27,NA,1,7.1,0,"abacus",2.88,4,0.14,56,62,70,66,81,60,87,229
200,2,0.545454545,0.416666667,0.34375,0.372093023,0.229166667,0.791666667,28,0.416666667,-2,0.791666667,28,0.192857143,1,7.1,0,"abacus",2.08,5.67,0.16,36,54,46,71,84,79,84,241
200,3,0.2,0.333333333,0.53125,0.488372093,0.3125,0.916666667,40,0.5,0,0.583333333,8,0.228571429,1,7.1,0,"abacus",1.75,2.38,0.51,59,60,47,64,67,82,78,233
201,0,0.363636364,0.083333333,NA,0.255813953,NA,0.5625,6,0.666666667,4,0.5,0,NA,0,7,0,"control",2.67,2.54,0.29,75,87,80,82,89,88,76,242
201,1,0.272727273,0,0.28125,0.325581395,0.208333333,0.625,16,0.5,1,0.625,12,NA,0,7,0,"control",3.25,3.21,0.11,81,86,91,51,79,90,89,236
201,2,0.727272727,0.708333333,0.28125,0.418604651,0.375,0.791666667,30,0.416666667,-2,0.458333333,-4,0.407142857,0,7,0,"control",4.38,3.29,0.16,63,69,86,70,72,82,89,239
201,3,0.9,0.416666667,0.5625,0.511627907,0.5625,0.729166667,22,0.5,0,0.708333333,20,0.557142857,0,7,0,"control",3.92,5.04,0.09,71,85,63,68,63,92,84,231
202,0,0.181818182,0.5,0.125,0.209302326,0.104166667,0.625,14,0.416666667,-2,0.541666667,9,NA,1,6.6,1,"abacus",2.08,1.38,0.14,82,90,85,80,91,90,81,250
202,1,0.181818182,0.666666667,0.1875,0.372093023,0.145833333,0.625,12,0.583333333,2,0.6875,19,NA,1,6.6,1,"abacus",3.17,3.88,0.1,90,84,95,79,81,92,86,237
202,2,0.363636364,0.75,0.375,0.418604651,0.270833333,0.729166667,24,0.416666667,-2,0.666666667,18,0.278571429,1,6.6,1,"abacus",4.75,2.67,0.2,74,69,81,78,81,83,85,241
202,3,0.5,0.416666667,0.4375,0.418604651,0.354166667,0.8125,31,0.583333333,2,0.6875,18,0.414285714,1,6.6,1,"abacus",2.42,6,0.12,83,68,68,80,81,90,83,234
203,0,0.090909091,0,0.125,0.186046512,0.083333333,0.291666667,3,0.333333333,-4,0.291666667,5,NA,1,7,0,"abacus",1.25,1.21,0.89,81,84,88,86,91,86,76,247
203,1,0,0.166666667,0.28125,0.325581395,0.083333333,0.666666667,17,0.583333333,2,0.708333333,21,NA,1,7,0,"abacus",3.58,2.75,0.12,86,89,92,75,84,82,85,236
203,2,0.545454545,0.458333333,0.46875,0.488372093,0.375,0.875,36,0.75,6,0.479166667,9,0.442857143,1,7,0,"abacus",4.88,4.04,0.13,79,87,92,77,75,77,86,241
203,3,0.9,0.541666667,0.46875,0.511627907,0.479166667,0.8125,35,0.666666667,4,0.6875,19,0.442857143,1,7,0,"abacus",5,3,0.13,86,87,79,66,65,86,81,234
204,0,0.363636364,0.583333333,0.09375,0.186046512,0.0625,0.395833333,18,0.583333333,2,0.416666667,16,NA,1,6.5,0,"abacus",3.83,3.92,0.39,94,99,99,96,90,86,80,241
204,1,0.727272727,0.833333333,0.34375,0.348837209,0.1875,0.916666667,40,0.666666667,4,0.625,12,NA,1,6.5,0,"abacus",3.96,3,0.15,90,86,93,83,84,90,88,230
204,2,1,0.666666667,0.4375,0.325581395,0.3125,0.895833333,40,0.5,0,0.583333333,13,0.378571429,1,6.5,0,"abacus",3.62,3.08,0.13,80,85,74,66,77,80,86,238
204,3,1,0.458333333,0.46875,0.534883721,0.4375,0.895833333,38,0.5,0,0.604166667,10,0.485714286,1,6.5,0,"abacus",4.67,3.58,0.16,78,83,62,76,72,84,79,238
205,0,0.272727273,0.5,0.09375,0.11627907,0.083333333,0.541666667,17,NA,NA,0.291666667,1,NA,1,5.7,0,"abacus",1.54,2.25,0.56,68,79,84,68,89,84,76,242
205,1,0,0.5,0.3125,0.302325581,0.104166667,0.8125,30,0.083333333,-7,0.5625,7,NA,1,5.7,0,"abacus",3.96,3.92,0.2,76,69,78,49,76,85,86,232
205,2,0.181818182,0.458333333,0.34375,0.325581395,0.3125,0.833333333,32,0.583333333,2,0.583333333,9,0.335714286,1,5.7,0,"abacus",3.71,4.5,0.01,54,52,68,55,70,79,85,240
205,3,0.6,0.416666667,0.40625,0.418604651,0.395833333,0.916666667,41,0.5,0,0.6875,18,0.364285714,1,5.7,0,"abacus",2.71,3.17,0.14,63,58,42,64,64,86,86,232
206,0,0,0.166666667,0.15625,0.255813953,0.166666667,0.520833333,16,0.75,6,0.479166667,-1,NA,1,6.8,0,"abacus",3.58,3.12,0.52,58,79,73,84,89,86,79,243
206,1,0.090909091,0.5,0.1875,0.348837209,0.145833333,0.5,0,0.583333333,2,0.395833333,-10,NA,1,6.8,0,"abacus",4.42,4.17,0.15,73,69,77,35,79,86,87,206
206,2,0.272727273,0.458333333,0.375,0.348837209,0.333333333,0.5625,6,0.5,0,0.5,0,0.2,1,6.8,0,"abacus",4.46,4.5,0.1,47,62,47,75,73,75,87,235
206,3,0.6,0.291666667,0.34375,0.348837209,0.375,0.75,24,0.5,0,0.5,0,0.342857143,1,6.8,0,"abacus",3.75,3.42,0.09,53,50,41,68,60,86,82,238
207,0,0.454545455,0.083333333,0.125,0.279069767,0.270833333,0.604166667,24,0.5,0,0.729166667,22,NA,1,6.8,0,"abacus",3.58,3.08,0.32,88,98,97,86,90,84,85,244
207,1,0.818181818,0.75,0.375,0.348837209,0.458333333,0.958333333,44,0.75,6,0.520833333,2,NA,1,6.8,0,"abacus",3.79,3.67,0.12,96,97,96,86,87,88,89,229
207,2,0.909090909,0.666666667,0.5,0.465116279,0.583333333,0.8125,30,0.666666667,4,0.604166667,10,0.6,1,6.8,0,"abacus",4.5,5.12,0.11,93,88,91,74,78,78,87,235
207,3,0.8,0.416666667,0.5625,0.581395349,0.6875,0.833333333,32,0.583333333,2,0.583333333,8,0.735714286,1,6.8,0,"abacus",3.96,4,0.16,91,89,76,74,80,82,80,230
208,0,0.090909091,0.166666667,0.15625,0.186046512,0.125,0.583333333,20,0.333333333,0,0.5,6,NA,0,6.8,1,"control",1.83,3.5,0.22,65,79,76,80,84,90,80,244
208,1,0,0.25,0.1875,0.255813953,0.125,0.791666667,31,0.5,0,0.625,12,NA,0,6.8,1,"control",2.17,3.71,0.2,59,69,69,67,91,92,86,223
208,2,0.909090909,0.708333333,0.375,0.372093023,0.229166667,0.8125,30,0.5,0,0.6875,18,0.385714286,0,6.8,1,"control",2.17,4.71,0.09,41,51,33,74,87,75,86,221
208,3,0.1,0.458333333,0.34375,0.395348837,0.375,0.916666667,40,0.5,0,0.729166667,22,0.507142857,0,6.8,1,"control",3.58,4.17,0.1,53,55,33,62,70,88,80,232
209,0,0.545454545,0.833333333,0.09375,0.186046512,0.125,0.6875,30,0.75,6,0.583333333,8,NA,1,6.8,0,"abacus",3.08,3.29,0.22,NA,NA,NA,NA,NA,NA,NA,NA
209,1,1,0.416666667,0.28125,0.348837209,0.354166667,0.875,37,0.75,8,0.604166667,16,NA,1,6.8,0,"abacus",4.5,3.88,0.12,75,86,86,53,77,86,85,235
209,2,0.909090909,0.958333333,0.46875,0.465116279,0.375,0.916666667,40,0.5,0,0.729166667,22,0.314285714,1,6.8,0,"abacus",4.96,4.75,0.11,63,85,60,72,65,80,84,236
209,3,1,0.708333333,0.5625,0.418604651,0.458333333,0.958333333,45,0.5,0,0.75,25,0.364285714,1,6.8,0,"abacus",4.29,4.58,0.08,69,88,62,76,78,84,85,237
21,0,0.272727273,0.666666667,0.125,0.23255814,0.25,0.666666667,21,0.666666667,4,0.458333333,3,NA,1,6.4,0,"abacus",2.83,4.5,0.26,85,90,90,76,87,88,81,244
21,1,0.454545455,0.583333333,0.375,0.325581395,0.354166667,0.645833333,22,0.5,4,0.5,2,NA,1,6.4,0,"abacus",2.83,4.62,0.1,89,96,92,78,79,88,89,240
21,2,1,0.583333333,0.5625,0.441860465,0.583333333,0.770833333,26,0.416666667,-2,0.729166667,28,0.542857143,1,6.4,0,"abacus",3.46,4.62,0.22,80,79,82,71,77,78,87,243
21,3,1,0.166666667,0.5,0.488372093,0.729166667,0.895833333,39,0.5,1,0.520833333,3,0.585714286,1,6.4,0,"abacus",4.5,4.62,0.08,82,80,67,80,64,88,80,238
210,0,0.545454545,0.666666667,0.03125,0.186046512,0.104166667,0.729166667,32,NA,NA,0.4375,12,NA,0,5.7,0,"control",2.88,1.58,0.57,NA,NA,NA,NA,NA,NA,NA,NA
210,1,0.636363636,0.75,0.25,0.302325581,0.125,0.895833333,38,0.333333333,2,0.5625,19,NA,0,5.7,0,"control",3.25,3.5,0.13,39,67,60,46,77,86,89,226
210,2,0.909090909,0.791666667,0.375,0.395348837,0.375,0.875,37,0.666666667,4,0.5,16,0.3,0,5.7,0,"control",7.17,3.08,0.13,34,67,43,64,72,77,79,237
210,3,0.9,0.75,0.21875,0.395348837,0.354166667,0.9375,42,0.583333333,2,0.708333333,20,0.385714286,0,5.7,0,"control",4.12,3.79,0.13,39,63,34,60,56,84,81,229
211,0,0.272727273,0.333333333,0.15625,0.279069767,0.25,0.458333333,18,0.416666667,-2,0.395833333,14,NA,0,NA,NA,"control",4.79,3.21,0.32,NA,NA,NA,NA,NA,NA,NA,NA
211,1,0.181818182,0.5,0.34375,0.441860465,0.25,0.5625,7,0.583333333,2,0.583333333,9,NA,0,NA,NA,"control",4.62,2.92,0.28,92,89,98,72,79,86,88,237
211,2,0.363636364,0.375,0.375,0.418604651,0.354166667,0.6875,18,0.333333333,-4,0.625,13,0.385714286,0,NA,NA,"control",4.83,3.33,0.32,84,83,82,74,75,77,82,242
211,3,0.5,0.75,0.5625,0.465116279,0.4375,0.75,26,0.75,6,0.541666667,8,0.457142857,0,NA,NA,"control",3.92,4.04,0.12,87,74,87,62,64,84,79,239
212,0,0.363636364,0.583333333,0.1875,0.302325581,0.145833333,0.666666667,16,0.5,0,0.708333333,20,NA,0,NA,NA,"control",3,3.33,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,1,0.181818182,0.166666667,0.3125,0.23255814,0.145833333,0.604166667,10,0.5,0,0.625,12,NA,0,NA,NA,"control",2.92,4.62,0.12,85,92,96,62,81,86,87,227
212,2,0.545454545,0.5,0.4375,0.395348837,0.270833333,0.666666667,16,0.583333333,2,0.479166667,-2,0.507142857,0,NA,NA,"control",4.67,3.54,0.13,70,74,69,73,72,80,88,244
212,3,0.5,0.708333333,0.625,0.511627907,0.604166667,0.979166667,46,0.5,0,0.541666667,4,0.592857143,0,NA,NA,"control",3.67,5.96,0.1,74,71,60,80,73,88,81,235
213,0,0.363636364,0.083333333,0.125,0.23255814,0.125,0.625,27,0.416666667,-2,0.5625,7,NA,0,NA,NA,"control",1.25,1.83,0.98,NA,NA,NA,NA,NA,NA,NA,NA
213,1,0,0.333333333,0.15625,0.255813953,0.104166667,0.6875,18,0.583333333,2,0.708333333,21,NA,0,NA,NA,"control",2.29,1.75,0.18,69,69,79,59,77,82,88,232
213,2,0.090909091,0.458333333,0.25,0.348837209,0.166666667,0.708333333,20,0.583333333,2,0.5625,6,0.192857143,0,NA,NA,"control",2.75,3.92,0.1,46,61,54,74,70,79,92,234
213,3,0.1,0.333333333,0.28125,0.372093023,0.1875,0.708333333,25,0.666666667,4,0.625,12,0.05,0,NA,NA,"control",3.21,5.33,0.1,41,59,35,70,68,78,81,238
214,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"abacus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"abacus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"abacus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"abacus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
215,0,NA,0.25,0.09375,0.186046512,0.145833333,0.625,14,NA,NA,0.541666667,4,NA,0,NA,NA,"control",3,2.38,0.29,NA,NA,NA,NA,NA,NA,NA,NA
215,1,0.090909091,0.583333333,0.125,0.255813953,0.166666667,0.5625,6,0.5,0,0.6875,18,NA,0,NA,NA,"control",2.46,1.92,0.21,66,80,74,64,85,90,85,209
215,2,0.181818182,0.458333333,0.1875,0.302325581,0.020833333,0.791666667,28,0.666666667,4,0.625,12,0.121428571,0,NA,NA,"control",3.67,NA,0.15,61,59,69,72,70,78,78,208
215,3,0.8,0.625,0.40625,0.418604651,0.1875,0.916666667,40,0.5,0,0.75,24,0.078571429,0,NA,NA,"control",4,3.58,0.16,82,73,56,76,74,90,85,233
22,0,0.363636364,0.583333333,0.09375,0.302325581,0.145833333,0.583333333,17,0.5,0,0.333333333,2,NA,0,5.8,1,"control",2.92,3,0.45,87,91,94,66,91,92,75,249
22,1,0.181818182,0.5,0.1875,0.348837209,0.229166667,0.541666667,6,0.583333333,2,0.645833333,14,NA,0,5.8,1,"control",3.29,3.04,0.12,85,89,96,65,84,92,89,210
22,2,0.545454545,0.708333333,0.4375,0.465116279,NA,0.9375,42,0.5,0,0.583333333,8,0.442857143,0,5.8,1,"control",3.38,5.04,0.14,82,80,84,80,69,84,86,234
22,3,0.9,0.625,0.625,0.511627907,0.354166667,0.9375,42,0.5,0,0.791666667,28,0.45,0,5.8,1,"control",4.67,4.12,0.13,82,88,75,62,73,88,84,212
23,0,0.454545455,0,0.09375,0.11627907,0.083333333,0.666666667,16,0.583333333,2,0.5625,12,NA,1,6.9,0,"abacus",4.04,4.25,0.29,76,92,89,78,87,84,75,246
23,1,0,0.25,0.1875,0.255813953,0.166666667,0.5625,7,0.416666667,-2,0.5625,6,NA,1,6.9,0,"abacus",1.62,3.21,0.15,73,82,73,59,80,82,86,234
23,2,0.090909091,0.166666667,0.15625,0.325581395,0.1875,0.666666667,16,0.583333333,2,0.541666667,4,0.214285714,1,6.9,0,"abacus",2.88,4.83,0.12,34,63,39,64,66,70,74,225
23,3,0.8,0.333333333,0.34375,0.465116279,0.3125,0.875,36,0.333333333,-4,0.6875,18,0.371428571,1,6.9,0,"abacus",3.54,4.25,0.09,33,57,33,64,63,82,85,210
24,0,0.363636364,0.666666667,0.15625,0.279069767,0.166666667,0.895833333,38,0.5,0,0.6875,18,NA,1,6.9,1,"abacus",3.46,4.38,0.15,96,99,98,90,90,92,85,245
24,1,0.363636364,0.583333333,0.21875,0.325581395,0.229166667,0.791666667,28,0.583333333,2,0.708333333,20,NA,1,6.9,1,"abacus",3.21,4.5,0.08,98,96,99,88,84,92,86,217
24,2,1,0.708333333,0.5,0.465116279,0.333333333,0.833333333,32,0.5,0,0.8125,30,0.45,1,6.9,1,"abacus",3,3.5,0.23,86,90,89,83,74,85,77,219
24,3,1,0.708333333,0.5625,0.581395349,0.416666667,0.854166667,34,0.5,0,0.604166667,10,0.528571429,1,6.9,1,"abacus",6.62,4.62,0.13,85,87,66,42,70,88,85,198
25,0,0,0.5,0.21875,0.255813953,0.083333333,0.625,18,0.5,1,0.583333333,9,NA,1,6.6,1,"abacus",4.21,2.58,0.65,80,88,90,72,91,88,75,242
25,1,0.181818182,0.583333333,0.25,0.302325581,0.104166667,0.8125,30,0.583333333,2,0.583333333,8,NA,1,6.6,1,"abacus",3.83,2.38,0.15,96,92,100,80,83,88,85,240
25,2,0.181818182,0.791666667,0.40625,0.441860465,0.333333333,0.833333333,32,0.416666667,-2,0.479166667,-2,0.421428571,1,6.6,1,"abacus",4.17,3.88,0.1,81,67,82,86,79,81,78,230
25,3,1,0.583333333,0.59375,0.488372093,0.604166667,0.854166667,34,0.583333333,2,0.729166667,24,0.471428571,1,6.6,1,"abacus",3.92,3.79,0.11,89,89,82,76,88,84,85,234
26,0,0.636363636,0.666666667,0.25,0.325581395,0.291666667,0.729166667,26,0.5,0,0.6875,25,NA,0,7.7,0,"control",3.96,4.62,0.15,88,97,97,86,89,86,76,248
26,1,0.909090909,0.916666667,0.40625,0.372093023,0.4375,0.916666667,40,0.583333333,2,0.708333333,23,NA,0,7.7,0,"control",2.58,3.5,0.14,96,92,98,67,81,88,86,227
26,2,0.818181818,0.833333333,0.46875,0.465116279,0.479166667,0.9375,42,0.5,0,0.666666667,16,0.528571429,0,7.7,0,"control",4.17,4.38,0.1,87,92,90,78,70,77,80,227
26,3,0.9,0.791666667,0.65625,0.627906977,0.5,0.916666667,42,0.916666667,10,0.916666667,41,0.592857143,0,7.7,0,"control",3.96,3.71,0.09,86,89,72,44,63,84,91,218
27,0,0.181818182,0.083333333,0.0625,0.139534884,0.020833333,0.5625,9,0.5,1,0.479166667,-1,NA,0,6.3,1,"control",2.58,1.54,0.52,57,76,75,72,91,86,76,213
27,1,0,0.083333333,0.15625,0.255813953,0.083333333,0.520833333,6,0.333333333,-4,0.479166667,-1,NA,0,6.3,1,"control",3.42,3.42,0.1,60,73,71,35,85,82,88,228
27,2,0.181818182,0.041666667,0.34375,0.372093023,0.229166667,0.604166667,12,0.333333333,-4,0.645833333,16,0.257142857,0,6.3,1,"control",4.25,3.96,0.07,61,59,66,74,79,76,90,229
27,3,0.3,0.166666667,0.625,0.302325581,0.395833333,0.75,24,0.5,0,0.770833333,26,0.407142857,0,6.3,1,"control",5.54,4.46,0.13,60,66,49,64,71,88,80,220
28,0,0,0.166666667,NA,0.186046512,0.083333333,0.416666667,19,0.5,3,0.291666667,12,NA,1,6.8,1,"abacus",1.58,1.46,0.41,71,89,78,84,91,90,74,245
28,1,0,0.166666667,0.1875,0.302325581,0.083333333,0.875,40,0.5,0,0.416666667,-6,NA,1,6.8,1,"abacus",3.88,2.71,0.19,72,81,85,52,82,86,87,237
28,2,0.363636364,0.5,0.375,0.279069767,0.166666667,0.833333333,33,0.5,0,0.479166667,-2,0.307142857,1,6.8,1,"abacus",4.5,5.25,0.15,53,63,51,73,74,76,83,239
28,3,0.1,0.5,0.4375,0.465116279,0.291666667,0.854166667,34,0.166666667,-1,0.604166667,10,0.4,1,6.8,1,"abacus",4.5,4.38,0.17,70,57,55,64,69,86,80,238
29,0,0.181818182,0.583333333,0.0625,0.186046512,0.104166667,0.541666667,10,0.416666667,3,0.5,16,NA,0,6.1,0,"control",2.71,2.17,0.47,41,74,58,62,88,88,80,231
29,1,0,0.166666667,0.25,0.302325581,0.166666667,0.625,14,0.666666667,4,0.520833333,2,NA,0,6.1,0,"control",3.58,3.25,0.2,76,74,89,73,79,90,87,229
29,2,0.363636364,0.458333333,0.34375,0.348837209,0.270833333,0.625,12,0.5,0,0.5625,6,0.2,0,6.1,0,"control",3.83,3.54,0.11,68,45,74,72,74,77,86,233
29,3,0.8,0.375,0.40625,0.302325581,0.291666667,0.645833333,14,0.5,0,0.6875,18,0.4,0,6.1,0,"control",4.12,4.67,0.12,76,58,50,82,65,88,81,231
3,0,0.363636364,0.25,NA,0.186046512,0.083333333,0.270833333,-2,0.333333333,0,0.583333333,8,NA,0,6.2,1,"control",2.58,1.33,0.42,62,81,83,78,84,90,75,244
3,1,0,0.583333333,0.1875,0.186046512,0,0.604166667,10,0.5,0,0.395833333,-7,NA,0,6.2,1,"control",2.42,5.62,0.08,67,72,83,62,84,86,85,219
3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6.2,1,"control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6.2,1,"control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,0,0.181818182,0,0.15625,0.279069767,0.104166667,0.604166667,28,0.5,0,0.520833333,20,NA,0,6.5,0,"control",2.21,4.21,1,77,92,88,82,90,86,79,243
30,1,0.181818182,0.833333333,0.21875,0.302325581,0.270833333,0.875,38,0.5,0,0.583333333,24,NA,0,6.5,0,"control",3.5,3.83,0.21,92,90,99,79,84,88,85,234
30,2,0.818181818,0.791666667,0.40625,0.465116279,0.354166667,0.9375,42,0.5,0,0.625,13,0.442857143,0,6.5,0,"control",2.83,3.58,0.19,85,75,92,77,75,76,85,238
30,3,1,0.583333333,0.59375,0.558139535,0.395833333,0.854166667,36,0.5,0,0.5625,8,0.485714286,0,6.5,0,"control",3.33,4.38,0.16,89,82,80,82,63,88,80,232
31,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control",NA,NA,NA,76,92,85,50,91,86,76,246
31,1,0.090909091,0.583333333,0.25,0.302325581,0.166666667,0.604166667,10,0.25,-6,0.666666667,16,NA,NA,NA,NA,"control",3.67,3.62,0.25,91,87,97,64,78,90,89,211
31,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,0,0.363636364,0.583333333,0.0625,0.279069767,0.166666667,0.625,12,0.583333333,2,0.583333333,9,NA,1,6.9,1,"abacus",2.75,3.5,0.72,70,92,81,76,86,86,84,246
32,1,0,0,0.125,0.255813953,0.166666667,0.666666667,16,0.416666667,-2,0.666666667,16,NA,1,6.9,1,"abacus",2.08,3.67,0.47,77,84,80,70,84,88,87,223
32,2,0.272727273,0.416666667,0.28125,0.372093023,0.125,0.729166667,22,0.416666667,-2,0.729166667,22,0.05,1,6.9,1,"abacus",2.96,2.79,0.18,40,65,52,71,76,83,87,227
32,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6.9,1,"abacus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,0,0.454545455,0.583333333,0,0.279069767,0.291666667,0.5,14,0.5,0,0.375,8,NA,1,6.9,1,"abacus",4,4.38,0.47,90,93,97,66,89,90,80,239
33,1,0.454545455,0.5,0.28125,0.348837209,0.083333333,0.5,0,0.583333333,2,0.708333333,20,NA,1,6.9,1,"abacus",5.46,3.71,0.13,87,81,86,71,84,88,89,189
33,2,1,0.541666667,0.3125,0.418604651,0.354166667,0.770833333,26,0.416666667,-2,0.854166667,34,0.342857143,1,6.9,1,"abacus",4.75,3.92,0.14,94,83,90,75,73,72,56,210
33,3,1,0.625,0.46875,0.418604651,0.458333333,0.833333333,32,0.5,0,0.625,14,0.464285714,1,6.9,1,"abacus",4.29,5.38,0.21,90,83,86,76,70,86,78,230
34,0,0.454545455,0.75,0.1875,0.209302326,0.270833333,0.583333333,19,0.5,1,0.5,7,NA,0,5.8,1,"control",2.83,2.71,0.33,93,94,96,90,89,92,76,247
34,1,0.454545455,0.666666667,0.15625,0.302325581,0.145833333,0.75,24,0.5,0,0.8125,32,NA,0,5.8,1,"control",4.33,3.17,0.17,98,90,99,82,80,90,87,231
34,2,1,0.291666667,0.375,0.418604651,0.208333333,0.8125,31,0.666666667,4,0.541666667,7,0.357142857,0,5.8,1,"control",4.62,3.46,0.15,82,87,87,81,83,78,81,239
34,3,0.8,0.583333333,0.53125,0.441860465,0.479166667,0.895833333,38,0.583333333,2,0.8125,30,0.514285714,0,5.8,1,"control",4.88,3.79,0.08,81,71,72,62,73,90,80,237
35,0,0.636363636,0.583333333,0.21875,0.302325581,0.208333333,0.666666667,24,0.5,0,0.708333333,20,NA,1,7.6,0,"abacus",2.38,3.79,0.36,80,89,82,88,91,92,89,243
35,1,0.636363636,0.5,0.3125,0.395348837,0.354166667,0.666666667,16,0.583333333,2,0.5,0,NA,1,7.6,0,"abacus",3.29,2.33,0.26,86,93,93,63,78,60,86,232
35,2,0.818181818,0.583333333,0.46875,0.465116279,0.354166667,0.791666667,28,0.5,0,0.520833333,2,0.535714286,1,7.6,0,"abacus",2.88,2.71,0.18,67,85,60,75,81,82,84,240
35,3,1,0.5,0.625,0.558139535,0.604166667,0.916666667,40,0.5,0,0.729166667,22,0.664285714,1,7.6,0,"abacus",2.58,3.38,0.12,71,86,52,70,65,90,92,227
